Varies per block?       ,1,Unit,L,2,1,2024
Varies per sequence?    ,1
# of agents             ,5
Stag,Seq.,Blck,Ethanol 1G,Ethanol 2G,SAF,Green diesel,Bio Gasoline
1,1,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,2,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,3,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,4,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,5,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,6,1,2.1897288e8,0.0,-0.0,-0.0,-0.0
1,7,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,8,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,9,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,10,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,11,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,12,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,13,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,14,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,15,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,16,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,17,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,18,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,19,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,20,1,1.09478712e8,0.0,176183.5032,42843.6311,24919.2548
1,21,1,1.09478712e8,0.0,176183.5032,42843.6311,24919.2548
1,22,1,1.09478712e8,0.0,176183.5032,42843.6311,24919.2548
1,23,1,1.09478712e8,0.0,176183.5032,42843.6311,24919.2548
1,24,1,1.09478712e8,0.0,176183.5032,42843.6311,24919.2548
1,25,1,1.09478712e8,0.0,176183.5032,42843.6311,24919.2548
1,26,1,1.09478712e8,0.0,176183.5032,42843.6311,24919.2548
1,27,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,28,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,29,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
1,30,1,2.1897288e8,0.0,4.04740371142e7,9.8423216804e6,5.7246156712e6
