Varies per block?       ,1,Unit,$,2,1,2024
Varies per sequence?    ,1
# of agents             ,18
Stag,Seq.,Blck,Harvesting,Biomethane production,Steam ethanol 1G reform,Steam ethanol 2G reform,Steam methane reforming,Fast pyrolysis of biomass for bio oil,Slow pyrolysis of biomass for biochar,Alcohol to jet from 1G,Alcohol to jet from 2G,Fischer-Tropsch (Gaseification),Biomethanol synthesis,Electricity from residues,Electrolysis,BECCS (Bioethanol),E-methanol sythesis,FIscher-Tropsch (e-fuel),Sugar + E1G,E1G + Sugar
1,123,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,124,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,125,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,126,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,127,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,128,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,129,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,130,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,131,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,132,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,133,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,134,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,135,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,136,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,137,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,138,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,139,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,140,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,141,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,142,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,143,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,144,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,145,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,146,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,147,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,148,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,149,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,150,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,151,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,152,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,153,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,154,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,155,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,156,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,-0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,157,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,158,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,159,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,160,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,161,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,162,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,163,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,164,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,165,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,166,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,167,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,168,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,169,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,170,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,171,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,172,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,173,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,174,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,175,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,176,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,177,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,178,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,179,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,180,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,181,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,182,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,183,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,184,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,185,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,186,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,187,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,188,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,189,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,190,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,191,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,192,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,193,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,194,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,195,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,100529.51999999999,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,9.2736e7,0.0
1,196,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,197,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,198,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,199,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
1,200,1,5.52e7,1.85472e6,0.0,0.0,0.0,-0.0,-0.0,2.30943048e7,0.0,-0.0,2.7228186528530004e6,2.795870707356e6,0.0,-0.0,-0.0,-0.0,0.0,9.2736e7
