Varies per block?       ,1,Unit,$,2,1,2024
Varies per sequence?    ,1
# of agents             ,15
Stag,Seq.,Blck,Harvesting,Biomethane production,Steam methane reforming,Pyrolysis of biomass,Alcohol to jet,Fischer-Tropsch (Gaseification),Electricity from residues,Ethanol 1G + Sugar Mill,Electrolysis,BECCS (Bioethanol),E-methanol syntesis,Fischer-Tropsch (e-fuel),Biomethanol Production,Steam ethanol 1G Reforming,Steam ethanol 2G Reforming
1,1,1,0.0,0.0,0.0,-146.03207962086228,1.6178863827381616e7,0.0,4.090506100332267e6,2.4384068824524833e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
