Varies per block?       ,1,Unit,L,2,1,2024
Varies per sequence?    ,1
# of agents             ,3
Stag,Seq.,Blck,Alcohol to jet,Steam ethanol 1G Reforming,Steam ethanol 2G Reforming
1,1,1,1.42818812e8,0.0,0.0
